recall_number,classification,reason_for_recall,product_description,report_date
D-759-2014,Class II,Presence of Foreign Substance: The products are being recalled because they may contain foreign substances.,"NeoCitran Extra Strength Cold & Flu (acetaminophen 650 mg, phenylephrine hydrochloride 10 mg, pheniramine maleate 20 mg) powder packets, Natural Source Lemon flavor, 10-count single dose pouches per carton, Novartis Consumer Health Canada, Inc., Mississauga , ON, UPC 0 58478 05103 1.    Also packaged under foreign labels:   Theraflu Extra Cold and Flu powder packets, Lemon flavor, 10-count packets per box, UPC 4 607045 191395 (Russia and Former Soviet Union product); Theraflu Nighttime Severe Cold powder packets, Natural Lemon flavor, 6-count packets per carton, Novartis Consumer Health, Inc., Parsippany, NJ 07054-0622, UPC 8 806536 013925 (Korea product);",20140129
D-1122-2020,Class II,CGMP Deviations: These products have been found to be misbranded as  unapproved new drugs,"Edema Off, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",20200415
D-0878-2023,Class II,Packaging defect: blister packaging inadequately sealed.,"Tramadol Hydrochloride Tablets, USP 50 mg, Unit Dose 100-Count Tablets Rx only, Manufactured by: Sun Pharmaceutical Industries Ltd. Survey No. 259/15, Dadra-396 191, (U.T. of D & NH), India. Distributed by: Sun Pharmaceutical Industries, Inc. Cranbury, NJ 08512, Distributed by: Major Pharmaceuticals Livonia, MI 48152 USA, NDC 0904-7179-61",20230705
D-0210-2023,Class II,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,"GLUTATHIONE L REDUCED 100MG/ML (2ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 200MG/ML (1ML NEBVL) INHALATION; GLUTATHIONE L REDUCED 220MG/ML (30ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (1ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED 500MG/ML (2ML VIAL) INJECTABLE; GLUTATHIONE L REDUCED-PF- 200MG/ML (2ML VIAL) INJECTABLE, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",20230201
D-1060-2014,Class II,Failed Tablet/Capsule Specifications: Broken tablets,"Diclofenac Sodium and Misoprostol Delayed-Release Tablets, 75mg/0.2mg, Rx only, Manufactured by Watson Laboratories, Inc., Corona, CA 92880, NDC 0591-0398-60 (60 count bottles)",20140212
D-0348-2025,Class II,CGMP Deviations,"Cetirizine Hydrochloride Tablets, USP, 10mg, 365-count packs, Rx Only, Manufactured for: Glenmark Therapeutics Inc., Distributed by: Amazon. NDC# 72657-129-35",20250416
D-0680-2019,Class I,Microbial contamination,"Dr. King's SafeCare Rx Lonely Mind & Body High Potency Homeopathic Formula for Professional Use Only, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside dr. Asheville, NC 28806 USA,  UPC 357955200024,  NDC 57955-2001-2",20190320
D-1074-2017,Class II,Lack of Sterility Assurance.,"Phenylephrine HCL in 0.9% Sodium Chloride 10 mL, 1 mg/10 mL (100 mcg/mL) Single-Dose Syringe, Rx Only, Cantrell Drug Company 7321 Cantrell Rd. Little Rock, AR 72207 877-666-5222, NDC 52533-171-12",20170816
D-1286-2014,Class III,"Presence of Precipitate; white substance confirmed as Guaifenesin, an active ingredient was observed in some bottles.","Maximum Strength/Non-Drowsy Tussin DM Adult Maximum Strength, Cough Cold, Dextromethorphan HBr, USP, 10 mg (Cough Suppressant) , Guaifenesin, USP, 200 mg  (Expectorant), 4, 8 fl oz bottles , OTC only, labeled as A) CareOne 8 fl oz bottle, Distributed by American Sales Company, Lancaster, NY 14086, UPC 341520339677, B) Our Family 4 fl oz bottle, Distributed by Nash Finch Company, NFC Brands, MPLS, MN 55435, UPC 070253579523, C) Premier Value 4, 8 fl oz bottle, Distributed by Chain Drug Consortium, LLC., Boca Raton, FL 33431, 4 fl oz UPC 840986024719;  8 fl oz UPC 840986024726, NDC 68016-177-XX,  D) Rexall  4 fl oz bottle, Packaged for Dolencorp, LLC, Goodlettsville, TN 37072, UPC 715256714044, E) Safeway  4 fl oz, Distributed by Safeway INC, Pleasanton, CA 94566-0009, UPC 321130763581; F) Select Brand 4, 8 fl oz, Distributed by Select Brand Distributers, Pine Bluff, AR 71603, 4 fl oz UPC 015127024303; 8 fl oz UPC 015127024310.",20140507
D-1135-2016,Class II,Lack of Processing Controls,"All potassium bromide Products, Rx Only, Compounded by RELIABLE DRUG/RELIABLE COMPOUNDING PHARMACY, 801 Irving St., SAN FRANCISCO, CA 94122.",20160713
D-0080-2017,Class II,Stability Data Does Not Support Expiry: potential loss of potency in drugs packaged and stored in syringes.,"morphine Sulfate, 1 mg per mL (2 mg per 2 mL), in 0.9% Sodium Chloride, Preservative Free, 2 mL Total Volume in a syringe, For IV Use, Rx only, PharMEDium, Product code 2R3353.",20161019
D-0656-2017,Class II,cGMP Deviations; lack of quality assurance.,"Estriol Micronized, USP, Bulk, Rx only, For Prescription Compounding, Manufactured by Qinhuangdao Zizhu Pharmaceutical Co., Ltd, Qinhuangdao 066004, China 44132-007-06",20170419
D-549-2014,Class II,"Labeling: Label Mixup; COENZYME Q-10 Capsule, 100 mg may be potentially mislabeled as    ASPIRIN EC, Tablet, 325 mg, NDC 00904201360, Pedigree: AD30180_13, EXP: 5/9/2014;  ASPIRIN, Chew Tablet, 81 mg, NDC 00536329736, Pedigree: AD33897_1, EXP: 5/9/2014;  TACROLIMUS, Capsule, 1 mg, NDC 00781210301, Pedigree: AD37056_1, EXP: 5/10/2014;  METOPROLOL TARTRATE, Tablet, 12.5 mg (1/2 of 25 mg), NDC 576640","COENZYME Q-10, Capsule 100 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 37205055065",20140122
D-0818-2023,Class II,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,"Levofloxacin Injection 500mg/20 mL (25 mg/mL), For Intravenous Infusion, packaged in a) 20mL vials and b) 30 mL vials, Rx Only, Manufactured by: Akorn, Inc., Lake Forest, IL 60045.  ALL NDCs",20230607
D-1627-2012,Class II,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,"TOBRAMYCIN 1.4% (14MG/ML) OPHTHALMIC	15 ML  	3 ML  	  	7 ML;  	  	  TOBRAMYCIN SOLUTION** 0.3% OPHTHALMIC	30 MLS  	  	5 MLS;  TOBRAMYCIN SULFATE** (25X2ML) 80MG/2ML INJECTABLE	100 ML  	150 ML  	50 MLS;  TOBRAMYCIN/AMPHOTERICIN-B/BUDESONIDE, STERILE 125MG/5MG/0.6MG/5ML NASO-NEB	70 ML  (9 DIFFERENT PRODUCTS)",20120822
D-105-2013,Class II,Lack of Assurance of Sterility; container closure issues with the bulk batch.,"Cymevene 500 mg Powder for Infusion, (ganciclovir), 50 mg/mL ganciclovir (reconstructed), Rx only, 10 mL vials, Roche Products Limited, Welwyn Garden City, AL7 1TW, United Kingdom",20130102
D-869-2013,Class II,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,"HCG Chorionic Gonadotropin, compounded by Pallimed Solutions Pharmacy, Woburn, MA",20130821
D-0083-2023,Class II,cGMP Deviations,"ProSirona, A Homeopathic Formula, Calendula Oil packaged in 1/8 Fl. oz. (3.5 g) bottles, Dist. by: Endometriosis Assoc. Inc. (International), Mfg. by Claire Ellen Topicals, P.O. Box 901 Westborough, MA 01581, USA, NDC# 66233-712-01.",20221221
D-677-2013,Class II,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,"Test Cyp 50 mg-estradiol blend 22 mg, Clinical Specialties Compounding Pharmacy, 318 Baston Road, Augusta, GA 30907",20130710
D-534-2013,Class II,CGMP Deviations: Products are underdosed or have an incorrect dosage regime.,"CPM / PSE DM Drops, Antihistamine, Cough Suppressant  Decongestant, 1 fl oz. bottle, OTC, Manufactured for: Trigen Laboratories, Sayreville, NJ,08872 NDC 13811-072-30",20130612
D-1563-2019,Class III,CGMP deviations: Stability testing was not conducted on manufactured sunscreen and hand sanitizer OTC products.,"DIPPIN' DOTS SCENTED COTTON CANDY ANTIBACTERIAL HAND GEL (Ethyl Alcohol 62%), 1.35 fl oz / 40 mL, OTC, Distributed by: JFL Enterprises, Inc. Cleveland, Ohio 44102.",20190807
D-0840-2016,Class II,Failed Dissolution Specifications; three month stability time point.,"Paliperidone Extended-release Tablets, 1.5 mg, 30 count bottles, Rx only, Mylan Pharmaceuticals, Inc., Morgantown, WV --- NDC 0378-3978-93",20160518
D-633-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Diphenylcyclopropenone active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-0982-2017,Class III,Failed Dissolution Specifications: Low dissolution results were obtained during stability testing,"PONSTEL (Mefanamic Acid) USP, 250 mg capsules, 30-count bottles, Rx Only, Manufactured for: Shionogi Inc. Florham Park, NJ 07932 Manufactured by: Halo Pharmaceutical Inc. Whippany, NJ 07981",20170726
D-0794-2023,Class II,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,"Clobetasol Propionate Cream, USP, 0.05%, packaged in a) 15g tubes, b) 30g tubes, and c) 60g tubes, Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",20230607
D-0503-2021,Class II,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,"Infants Aqueous Vitamin D Oral Drops 400 IU/mL 50 mL (1 2/3 fl oz) Manufactrued by: Silarx Pharmaceuticals, Inc. 19 West Street Spring Valley, NY 10977 USA",20210602
D-0040-2023,Class II,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,"MOXIFLOXACIN PRESERVATIVE FREE SYR, 0.15 mg/0.1 mL, Sterile Solution, 1 mL syringes, Rx only, Vital Care Compounder, 115 S. 40th Ave., Hattiesburg, MS  39402",20221109
D-954-2013,Class II,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,"ESTRADIOL CYP/PROG/TEST CYP 0.5/10/10 MG/ML OIL INJ SOLN, all presentations, FOR INTRAVENO AND SQ USE ONLY, STERILE, RX ONLY, Compounded by Beacon Hill Medical Pharmacy PC, dba Rxtra Solutions, Southfield, MI",20130918
D-1120-2020,Class II,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,"Detoxin-S, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",20200415
D-1768-2019,Class II,Lack of Assurance of Sterility,"DIPHENHYDRAMINE 25 MG/50 ML NS, Rx Only, Infusion Options, Inc. 5924 13the Ave, Brooklyn, NY 11219-4934, 718-283-7233",20190821
D-070-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Depo-Testadiiol, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-935-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Tolvaptan active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-1296-2014,Class III,Failed Impurities/Degradation Specifications: out of specification results for impurities/degradation testing for N-Oxide,"Cetirizine Hydrochloride Chewable Tablets, 5 mg, 30 count bottle, OTC Manufactured by Sun Pharma, Gujarat, India, NDC 47335-343-83",20140507
D-762-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Lidocaine HCl active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-995-2014,Class II,"Labeling: Label Mixup: PERPHENAZINE, Tablet, 8 mg may have potentially been mislabeled as the following drug:  NIFEdipine, Capsule, 10 mg, NDC 59762100401, Pedigree: AD52778_55, EXP: 5/20/2014.","PERPHENAZINE, Tablet, 8 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00630506221.",20140129
D-1525-2020,Class II,CGMP Deviations: Light sensitive drug products repackaged in transparent/partially transparent pouches.,"Phentermine 15mg grey/Yellow Capsules, 28-count bags, Rx only, Distributed by: Calvin Scott & Co., Inc. Albuquerque, NM 87123, MFG: Sunrise Pharm., Rahway NJ, 07065; NDC 11534-0157-03",20200826
D-0318-2017,Class II,Lack of Assurance of Sterility,"TriMix, Alprostadil/Phentolamine/Papaverine 40mcg/2mg/60mg/mL, (1 ML).  Compounded by Tri-Coast Pharmacy",20170111
D-0937-2020,Class II,Lack of Assurance of Sterility,"Alprostadil/Papaverine Hydrochloride/Phentolamine Mesylate Injection  20MCG/30MG/1MG/ML Injectable, For Intracavernosal Use, Freeze, 2.5 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0545-2",20200311
D-036-2013,Class II,Presence of Particulate Matter: visible crystalline particulates and the discovery of crystalline particulate in a retain sample.,"Leucovorin Calcium Injection USP, single use vials, 10mg/mL; 50mL, Rx only, Manufactured by: Ben Venue Labs, Inc., Bedford, OH 44146, NDC# 55390-009-01(Bedford); NDC# 55390-826-01(Novaplus)",20121107
D-0714-2022,Class II,Defective Container: Leaking containers.,"Diclofenac Sodium Topical Solution 1.5%, 150 mL, Rx only, Packaged and Distributed by: Direct Rx Dawsonville, GA 30534 Mfg. For SOLA Pharmaceuticals Baton Rouge, LA, NDC 61919-675-05",20220330
D-1513-2014,Class III,Failed Impurities/Degradation Products: Out of specification levels of the impurity m-chlorobenzoic acid were observed.,"buPROPion HCl Extended-Release Tablets, USP (SR), 100 mg, 500-count bottle, Rx Only, Manufactured by: Wockhardt Limited, Mumbai, India; Distributed by: Wockhardt USA, LLC, 20 Waterview Blvd, Parsippany, NJ 07054 USA, NDC 64679-101-07.",20140813
D-565-2014,Class II,"Labeling: Label Mixup; NIFEDIPINE Capsule, 10 mg may be potentially mislabeled as     MULTIVITAMIN/MULTIMINERAL W/FLUORIDE, Chew Tablet, 1 mg (F), NDC 64376081501, Pedigree: AD22609_7, EXP: 5/2/2014;  NIFEDIPINE, Capsule, 10 mg, NDC 43386044024, Pedigree: AD23082_7, EXP: 9/23/2013.","NIFEDIPINE Capsule, 10 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 43386044024",20140122
D-0374-2024,Class II,Lack of Assurance of Sterility: Out of specification for volume and compromised container closure.,"Betimol (timolol ophthalmic solution) 0.5%,  15mL bottles, Rx only, Manufactured for: Thea Pharma Inc. Lexington, MA 02420, NDC 82584-002-15",20240320
D-1209-2018,Class II,"Defective Delivery System: out of specification results for shear, an attribute related to the adhesive properties of the transdermal patches.","Minivelle (estradiol transdermal system) Patches, Delivers 0.025 mg/day, 8 count boxes, Rx only, Mfd. by: Noven Pharmaceuticals, Inc. Miami, Florida 33186 Dist. By: Noven Therapeutics, LLC. Miami, Florida 33186 --- NDC 68968-6625-8",20181003
D-0158-2023,Class II,CGMP Deviations:,"Tobramycin Ophthalmic Solution, USP, 0.3%, 5 mL per bottle, Rx Only, Manufactured by:  Akorn, Inc., Lake Forest, IL 60045; Distributed by:  MWI, Boise, ID 83705. NDC 13985-604-05",20230125
D-0601-2022,Class II,CGMP Deviations: Products were manufactured with contaminated excipient that was recalled from the excipient supplier.,"Acetaminophen Child Bubble Gum Flavored Oral Suspension (160 mg/5 ml), 4 FL OZ (118 mL) per bottle, Distributed by Perrigo, Allegan, MI 49010.  NDC: 11673-105-26",20220302
D-0644-2017,Class I,Presence of particulate matter - this recall is due to a recent Hospira recall of vancomyicn hydrochloride 10gm vials due to presence of particulate matter.,"Vancomycin HCl 750 mg added to 250 mL 0.9% Sodium Chloride For IV Use Only, Rx Only, SCA Pharmaceuticals, Little Rock, AR 72205, NDC 70004-0929-40",20170412
D-0337-2015,Class II,Failed Capsule/Tablet Specifications: Actavis has received several complaint for clumping and breaking of capsules with some bottles showing popped out bottle bottom (round bottom) and creased labels from one distribution center.,"Gabapentin Capsules, USP, 300 mg, Rx Only, 100 capsules per bottle, Manufactured by: Actavis Pharma Manufacturing Pvt. Ltd., Plot No 101, 102, 107, & 108, SIDCO Pharmaceutical Complex, Alathurt, Kanchipuram Dist-603 110, Tamlinadu, India, Distributed by: Actavis Elizabeth LLC, 700 Elmora Ave, Elizabeth, NJ 07207 USA, NDC 45963-556-11",20150114
